125-38-NC-3603-1300-20-20305C-3603025-02;125-38-N;125;45667;45667,4625;Con Compromiso;923238;C-3603-1300-20-20305C-3603025-02;Nación;RECURSOS CORRIENTES;1277032372;0;1277032372;188328344;INSTRUCTOR. Contratar servicios profesionales y de apoyo a la gestión como instructor para el programa CampeSENA del centro industrial y de desarrollo empresarial de Soacha;24325, 24425, 24525, 24625, 24725, 24825, 24925, 25025, 25125, 25225, 25325, 25425, 25525, 25625, 25725, 25825, 25925, 26025, 26125, 26225, 35025, 37825, 42425, 69125, 93425;11825;30425, 30525, 30625, 30725, 30825, 30925, 31025, 31125, 31225, 31325, 31425, 37325, 40025, 40625, 40725, 40825, 40925, 41025, 41125, 41225, 41325, 41425, 88325, 88425, 88525, 88625, 88725, 88825, 88925, 89025, 89125, 89225, 89325, 89425, 89525, 89625, 89725, 89825, 89925, 90025, 90125, 91425, 92025, 92125, 136625, 136725, 136825, 136925, 137025, 137125, 137225, 137325, 137425, 137525, 137625, 137725, 137825, 137925, 138025, 138125, 138225, 138325, 138425, 139725, 140325, 140425, 141325, 159325, 174525, 174625, 174725, 174825, 174925, 175025, 175125, 175225, 175325, 175425, 175525, 175625, 175725, 175825, 175925, 176025, 176125, 176225, 176325, 177625, 178125, 178925;64585325, 64585425, 64585525, 64585625, 64599325, 64599425, 64599525, 64599625, 64599725, 64599825, 64617725, 64620425, 66431325, 66431425, 66431525, 66431625, 66431725, 66431825, 66431925, 66432025, 68529125, 71247225, 97122825, 97122925, 97123025, 97123125, 97123225, 97123425, 97123525, 97123625, 97123725, 97123825, 97124125, 97124325, 97124525, 97124725, 97124825, 97125225, 97125525, 97125625, 97125925, 97127725, 97128525, 97128625, 140413525, 140413625, 140413725, 140413825, 140413925, 140414025, 140414125, 140414225, 140414325, 140414425, 140414525, 140414625, 140414725, 140414925, 140415025, 140415125, 140415225, 140415325, 140415425, 140422525, 140423225, 140423325, 140424225, 147975425, 177580725, 177580825, 177581025, 177581125, 177581225, 177581325, 177581525, 177581625, 177581725, 177581925, 177582025, 177582125, 177582225, 177582325, 177582525, 177582625, 177582725, 177582825, 177582925, 177584225, 177584725, 177585625;-0
225-38-NC-3603-1300-20-20305C-3603025-02;225-38-N;225;45667;45667,46528;Generado;923238;C-3603-1300-20-20305C-3603025-02;Nación;RECURSOS CORRIENTES;141294000;-141294000;0;0;MATERIALES FORMACION. Compra materiales para la formación programa CampeSENA;-0;-0;-0;-0;-0
325-38-NC-3603-1300-20-20305C-3603025-02;325-38-N;325;45667;45667,46806;Con Compromiso;923238;C-3603-1300-20-20305C-3603025-02;Nación;RECURSOS CORRIENTES;280000000;0;280000000;175549865;VIATICOS. Desplazamiento para impartir formación del programa campeSENA;28825, 29325, 30225, 32425, 33925, 34125, 38125, 38225, 38325, 38425, 38525, 38625, 38725, 38825, 39125, 39625, 39725, 40125, 40225, 40325, 40425, 40525, 40625, 40725, 40825, 40925, 41025, 41125, 41225, 41325, 41425, 41625, 41725, 41825, 43925, 44425, 49825, 49925, 52725, 53125, 53225, 53325, 53425, 53525, 53625, 53725, 53825, 53925, 54825, 54925, 55225, 55525, 55625, 55725, 56725, 57325, 57425, 58025, 58325, 58725, 58825, 58925, 59025, 59525, 59625, 59725, 59825, 59925, 60025, 60225, 60325, 60425, 60525, 60625, 60725, 60825, 60925, 65725, 65825, 65925, 66025, 66825, 67225, 69725, 70825, 72225, 72325, 72725, 74325, 74525, 74625, 74725, 75125, 75225, 75325, 75725, 76225, 76425, 76525, 76625, 76725, 76825, 77125, 77225, 77325, 77425, 77625, 77725, 78825, 78925, 79025, 79125, 79225, 79325, 79425, 91525, 91725, 91825, 93325, 94825, 95125, 96825, 97725, 97825, 97925, 98025, 98125, 98325, 98425, 98525, 98625, 99025, 99325, 99425, 99525, 99625, 99825, 99925, 100025, 100125, 100225, 100425, 100525, 100625, 100725, 101125, 101225, 101325, 101525, 101725, 101825, 102925, 103025, 103225, 103325, 103425, 103525, 103625, 104725, 116225;3425, 4325, 6225, 6325, 14125;4125, 4625, 4825, 5525, 5825, 6025, 6125, 6225, 6325, 6425, 6525, 6625, 6725, 6825, 7425, 45925, 46025, 46425, 46725, 46925, 47125, 47225, 47425, 48025, 48225, 48425, 48525, 48625, 48825, 48925, 49025, 49125, 49325, 49625, 49725, 49925, 50125, 50225, 50925, 51025, 51125, 51325, 51425, 51625, 51725, 52125, 52525, 52625, 53825, 53925, 54025, 54125, 54425, 54525, 54625, 55825, 55925, 56125, 100625, 100725, 100825, 100925, 101325, 101425, 101525, 101625, 101725, 101825, 101925, 102025, 102125, 102225, 102325, 102425, 102525, 102625, 102725, 102825, 102925, 103025, 105025, 105625, 106125, 106225, 106925, 108025, 108125, 108425, 159625, 159725, 159825, 159925, 160225, 160325, 160425, 160725, 161225, 161425, 161525, 161625, 161725, 162025, 162125, 162225, 162725, 162825, 162925, 163325, 163625, 163825, 164325, 164425, 164525, 164625, 164725, 164825, 164925, 165825, 165925, 167025, 167325, 211125, 211325, 212025, 212125, 212225, 212425, 212525, 212625, 212725, 213025, 213125, 213225, 213325, 213425, 213525, 213625, 213725, 213825, 213925, 214025, 214125, 214425, 214525, 214625, 214825, 215025, 215125, 216125, 216225, 216425, 216525, 216625, 216725, 216825, 217125, 217225, 217425, 217625, 223725;47481725, 47482225, 47482625, 47483625, 47484025, 47484325, 47484425, 47484525, 47484625, 47484725, 47484825, 47484925, 47485025, 47485125, 50237825, 74973525, 74973625, 74974025, 74974325, 74974525, 74974725, 74974825, 74975025, 74975625, 74975925, 74976125, 74976325, 74976425, 74976625, 74976725, 74976825, 74976925, 74977125, 74977425, 74977525, 74977725, 74977925, 74978125, 74978825, 74978925, 74979125, 74979325, 74979425, 74979625, 74979725, 74980125, 74980525, 74980625, 83036325, 83036425, 83036525, 83036625, 83037025, 83037125, 83037225, 85312825, 85319225, 85327325, 107821125, 107821325, 107821725, 107821925, 107822525, 107822625, 107822725, 107823025, 107823325, 107823425, 107823525, 107823725, 107823825, 107823925, 107824025, 107824225, 107824325, 107824425, 107824725, 107824825, 107825025, 107825225, 107828825, 107829425, 107830125, 107830225, 110457325, 117439925, 117440025, 117440325, 153441725, 153441825, 153441925, 153442025, 153442325, 153442525, 153442625, 153444725, 153445625, 153445825, 153445925, 153446025, 153446125, 153446525, 153446625, 153446925, 153447525, 153447725, 153447925, 153448425, 153448925, 153449125, 153449625, 153449725, 153449825, 153449925, 153450025, 153450125, 153450225, 153451325, 153451425, 153452725, 153453225, 184374425, 184374625, 184375625, 184375725, 184375925, 184376125, 184376225, 184376325, 184376625, 184376925, 184377025, 184377125, 184377325, 184377625, 184377725, 184377925, 184378025, 184378225, 184378325, 184378425, 184378525, 184378825, 184378925, 184379025, 184379225, 184379525, 184379725, 184381625, 184381825, 184382125, 184382225, 184382425, 184382725, 184383025, 184383725, 184384025, 184384625, 184385225, 184400125;-0
425-09-PC-3603-1300-20-20305C-3603025-02;425-09-P;425;45667;45667,47708;Generado;923209;C-3603-1300-20-20305C-3603025-02;Propios;INGRESOS CORRIENTES;31702061;-31702061;0;0;DOTACION. Contratar a monto agotable la compra de elementos de protección personal para funcionarios, trabajador oficial y brigada de emergencias del Centro Industrial y de Desarrollo Empresarial de Soacha;-0;-0;-0;-0;-0
525-09-NC-3603-1300-20-20305C-3603025-02;525-09-N;525;45667;45667,47986;Generado;923209;C-3603-1300-20-20305C-3603025-02;Nación;RECURSOS CORRIENTES;172800;0;172800;172800;VIATICOS. Gastos de transporte de los apoyos para el encuentro de seguridad y salud en el trabajo;-0;-0;-0;-0;-0
625-10-NC-3602-1300-11-20305C-3602031-02;625-10-N;625;45667;45667,48542;Con Compromiso;923210;C-3602-1300-11-20305C-3602031-02;Nación;RECURSOS CORRIENTES;15026000;0;15026000;14224132;VIATICOS. Viáticos y gastos de viaje de instructores y equipo regional de Víctimas;39025, 44525, 93125, 93225;-0;7025, 51225, 166525, 166625;47485325, 74979225, 153452125, 153452225;-0
725-10-NC-3602-1300-11-20305C-3602031-02;725-10-N;725;45667;45667,49028;Generado;923210;C-3602-1300-11-20305C-3602031-02;Nación;RECURSOS CORRIENTES;120204000;-120204000;0;0;MATERIALES FORMACION. Contratara monto agotable el suministro de materiales de formación para los programas de poblaciones vulnerables del Centro Industrial y Desarrollo Empresarial de Soacha;-0;-0;-0;-0;-0
825-10-NC-3602-1300-11-20305C-3602031-02;825-10-N;825;45667;45667,49583;Con Compromiso;923210;C-3602-1300-11-20305C-3602031-02;Nación;RECURSOS CORRIENTES;601016000;0;601016000;73010470;INSTRUCTOR. Contratar servicios profesionales y de apoyo a la gestión como instructor para el área de Desplazados del centro industrial y de desarrollo empresarial de Soacha;26325, 26425, 26525, 26625, 26725, 26825, 26925, 27025, 27125, 36625, 51025, 69025;-0;31525, 31625, 31725, 31825, 31925, 32025, 32125, 32225, 32325, 38825, 90225, 90325, 90425, 90525, 90625, 90725, 90825, 90925, 91025, 91825, 92425, 138525, 138625, 138725, 138825, 138925, 139025, 139125, 139225, 139325, 140125, 140725, 141225, 176425, 176525, 176625, 176725, 176825, 176925, 177025, 177125, 177225, 178325, 178825;64599925, 64600025, 64600125, 64600225, 64600325, 64600425, 64600525, 64600625, 64600725, 64619225, 97126025, 97126325, 97126525, 97126725, 97126825, 97126925, 97127025, 97127125, 97127225, 97128325, 97129025, 140415525, 140415625, 140415725, 140415825, 140415925, 140421725, 140421825, 140421925, 140422125, 140423025, 140423625, 140424125, 177583025, 177583125, 177583225, 177583325, 177583425, 177583525, 177583625, 177583725, 177583825, 177584925, 177585425;-0
925-11-NC-3603-1300-20-20305C-3603025-02;925-11-N;925;45667;45667,49722;Con Compromiso;923211;C-3603-1300-20-20305C-3603025-02;Nación;RECURSOS CORRIENTES;56049047;0;56049047;26314198;VIATICOS. Viáticos para atender las acciones de formación de articulación con la media;32225, 32325, 39825, 39925, 40025, 42025, 44025, 44125, 44725, 44825, 44925, 45025, 45125, 49125, 49225, 49325, 49425, 50125, 50525, 60125, 67425, 67525, 67625, 67725, 67825, 67925, 68025, 68125, 68225, 69925, 70025, 70125, 70925, 71325, 71425, 75525, 76125, 76325, 76925, 77025, 78125, 78625, 83925, 90725, 90825, 90925, 91025, 91125, 91225, 91325, 91425, 92525, 92625, 92725, 92825, 95225, 95525, 95625, 95725, 95825, 95925, 96025, 96725, 96925, 97025, 97125, 97225, 101425, 101925, 102025, 102125, 102225, 102325, 102425, 102525, 102625, 102725, 102825, 104025, 104125, 104825;13625;5325, 5425, 46225, 46325, 46525, 46625, 46825, 47325, 47525, 47625, 47925, 48125, 48725, 49425, 49825, 50025, 50525, 50825, 52325, 104125, 104225, 104325, 104425, 104525, 104625, 104725, 104825, 104925, 105225, 105325, 105425, 105925, 107025, 107325, 107425, 160625, 161125, 161325, 161825, 161925, 163225, 163925, 164225, 165025, 165125, 165225, 165325, 165425, 165525, 165625, 165725, 166025, 166125, 166225, 166325, 167425, 169325, 169425, 169525, 169625, 169725, 169825, 211225, 211425, 211525, 211625, 211725, 214725, 215225, 215325, 215425, 215525, 215625, 215725, 215825, 215925, 216025, 217825, 222625, 222725, 223125;47483425, 47483525, 74973825, 74973925, 74974125, 74974225, 74974425, 74974925, 74975125, 74975225, 74975525, 74975725, 74976525, 74977225, 74977625, 74977825, 74978425, 74978725, 74980325, 107827525, 107827625, 107827725, 107827825, 107827925, 107828025, 107828225, 107828625, 107828725, 107829025, 107829125, 107829225, 107829925, 110457425, 110457725, 110457825, 153444525, 153445525, 153445725, 153446325, 153446425, 153448325, 153449225, 153449525, 153450325, 153450425, 153450625, 153450725, 153450825, 153450925, 153451025, 153451125, 153451625, 153451725, 153451825, 153451925, 153453325, 162699725, 168824125, 168824225, 168824325, 168824425, 168824525, 184374525, 184374925, 184375025, 184375125, 184375225, 184379125, 184379925, 184380125, 184380325, 184380425, 184380625, 184380825, 184381025, 184381325, 184381425, 184385725, 184397525, 184397825, 184398825;425, 525, 625, 725, 825, 925
1025-11-NC-3603-1300-20-20305C-3603025-02;1025-11-N;1025;45667;45667,50556;Con Compromiso;923211;C-3603-1300-20-20305C-3603025-02;Nación;RECURSOS CORRIENTES;93433900;0;93433900;0;SERVICIOS PERSONALES. Contratar la prestación de servicios profesionales carácter temporal para dirigir, controlar y evaluar las acciones de formación profesional integral que se ejecuten mediante alianzas y convenios con instituciones educativas del;3425, 3525;-0;15325, 15425, 69125, 69225, 109625, 109725, 179725, 179825;64542325, 70461525, 96893625, 96893825, 140317425, 140317525, 177586425, 177586525;-0
